RequestID;EmpID;EmpName;Dept;Request_Date;Completion_Date;Request_Detail;PIC
REQ0598;101;Alice Johnson;HR;18/08/2024;24/08/2024;Access Approval;Michael Lead
REQ0599;103;Charlie Davis;HR;18/08/2024;19/08/2024;Benefit Claim;Sarah Supervisor
REQ0600;104;David Brown;HR;18/08/2024;27/08/2024;ID Card Replacement;Sarah Supervisor
REQ0601;104;David Brown;HR;19/08/2024;28/08/2024;Access Approval;Michael Lead
REQ0602;101;Alice Johnson;HR;19/08/2024;25/08/2024;Payroll Issue;Sarah Supervisor
REQ0603;103;Charlie Davis;HR;19/08/2024;27/08/2024;Access Approval;Sarah Supervisor
REQ0604;101;Alice Johnson;HR;20/08/2024;28/08/2024;Access Approval;Sarah Supervisor
REQ0605;101;Alice Johnson;HR;20/08/2024;29/08/2024;Benefit Claim;Sarah Supervisor
REQ0606;103;Charlie Davis;HR;21/08/2024;30/08/2024;Benefit Claim;Sarah Supervisor
REQ0607;105;Eve Wilson;HR;21/08/2024;;ID Card Replacement;Michael Lead
REQ0608;102;Bob Smith;HR;21/08/2024;25/08/2024;Benefit Claim;John Manager
REQ0609;101;Alice Johnson;HR;21/08/2024;29/08/2024;Benefit Claim;Michael Lead
REQ0610;104;David Brown;HR;21/08/2024;;Payroll Issue;John Manager
REQ0611;101;Alice Johnson;HR;22/08/2024;;Payroll Issue;Sarah Supervisor
REQ0612;105;Eve Wilson;HR;22/08/2024;;Payroll Issue;John Manager
REQ0613;101;Alice Johnson;HR;22/08/2024;24/08/2024;Access Approval;John Manager
REQ0614;104;David Brown;HR;23/08/2024;28/08/2024;Payroll Issue;Sarah Supervisor
REQ0615;105;Eve Wilson;HR;23/08/2024;30/08/2024;Benefit Claim;Michael Lead
REQ0616;104;David Brown;HR;23/08/2024;01/09/2024;Payroll Issue;Sarah Supervisor
REQ0617;103;Charlie Davis;HR;23/08/2024;29/08/2024;Benefit Claim;Michael Lead
REQ0618;105;Eve Wilson;HR;24/08/2024;30/08/2024;Benefit Claim;John Manager
REQ0619;105;Eve Wilson;HR;24/08/2024;29/08/2024;Benefit Claim;John Manager
REQ0620;104;David Brown;HR;25/08/2024;26/08/2024;Benefit Claim;Sarah Supervisor
REQ0621;102;Bob Smith;HR;25/08/2024;27/08/2024;Access Approval;John Manager
REQ0622;104;David Brown;HR;25/08/2024;04/09/2024;Benefit Claim;Sarah Supervisor
REQ0623;105;Eve Wilson;HR;26/08/2024;28/08/2024;Benefit Claim;Sarah Supervisor
REQ0624;104;David Brown;HR;26/08/2024;28/08/2024;ID Card Replacement;Sarah Supervisor
REQ0625;105;Eve Wilson;HR;27/08/2024;;Payroll Issue;Sarah Supervisor
REQ0626;105;Eve Wilson;HR;28/08/2024;03/09/2024;Benefit Claim;Sarah Supervisor
REQ0627;103;Charlie Davis;HR;28/08/2024;30/08/2024;ID Card Replacement;Sarah Supervisor
REQ0628;104;David Brown;HR;28/08/2024;07/09/2024;Access Approval;John Manager
REQ0629;101;Alice Johnson;HR;29/08/2024;03/09/2024;Benefit Claim;Michael Lead
REQ0630;105;Eve Wilson;HR;30/08/2024;03/09/2024;Payroll Issue;Michael Lead
REQ0631;101;Alice Johnson;HR;30/08/2024;04/09/2024;Payroll Issue;John Manager
REQ0632;102;Bob Smith;HR;31/08/2024;04/09/2024;Benefit Claim;John Manager
REQ0633;102;Bob Smith;HR;31/08/2024;04/09/2024;ID Card Replacement;Michael Lead
REQ0634;101;Alice Johnson;HR;01/09/2024;07/09/2024;ID Card Replacement;Michael Lead
REQ0635;105;Eve Wilson;HR;01/09/2024;08/09/2024;Access Approval;Michael Lead
REQ0636;105;Eve Wilson;HR;02/09/2024;;ID Card Replacement;Sarah Supervisor
REQ0637;103;Charlie Davis;HR;02/09/2024;07/09/2024;Benefit Claim;John Manager
REQ0638;105;Eve Wilson;HR;02/09/2024;07/09/2024;ID Card Replacement;Sarah Supervisor
REQ0639;102;Bob Smith;HR;02/09/2024;06/09/2024;Access Approval;John Manager
REQ0640;103;Charlie Davis;HR;02/09/2024;08/09/2024;Access Approval;Michael Lead
REQ0641;104;David Brown;HR;02/09/2024;03/09/2024;ID Card Replacement;Michael Lead
REQ0642;105;Eve Wilson;HR;02/09/2024;06/09/2024;Benefit Claim;Sarah Supervisor
REQ0643;101;Alice Johnson;HR;02/09/2024;06/09/2024;ID Card Replacement;John Manager
REQ0644;102;Bob Smith;HR;02/09/2024;11/09/2024;Payroll Issue;Michael Lead
REQ0645;103;Charlie Davis;HR;02/09/2024;04/09/2024;Benefit Claim;Sarah Supervisor
REQ0646;104;David Brown;HR;03/09/2024;10/09/2024;ID Card Replacement;John Manager
REQ0647;102;Bob Smith;HR;03/09/2024;;Payroll Issue;Michael Lead
REQ0648;102;Bob Smith;HR;03/09/2024;09/09/2024;Access Approval;Sarah Supervisor
REQ0649;101;Alice Johnson;HR;03/09/2024;10/09/2024;ID Card Replacement;Sarah Supervisor
REQ0650;104;David Brown;HR;03/09/2024;04/09/2024;Access Approval;John Manager
REQ0651;101;Alice Johnson;HR;03/09/2024;07/09/2024;Payroll Issue;Sarah Supervisor
REQ0652;102;Bob Smith;HR;03/09/2024;06/09/2024;Payroll Issue;John Manager
REQ0653;102;Bob Smith;HR;03/09/2024;09/09/2024;ID Card Replacement;Michael Lead
REQ0654;102;Bob Smith;HR;04/09/2024;10/09/2024;Payroll Issue;John Manager
REQ0655;104;David Brown;HR;04/09/2024;10/09/2024;Benefit Claim;Michael Lead
REQ0656;103;Charlie Davis;HR;04/09/2024;11/09/2024;Access Approval;Sarah Supervisor
REQ0657;102;Bob Smith;HR;04/09/2024;08/09/2024;ID Card Replacement;John Manager
REQ0658;103;Charlie Davis;HR;04/09/2024;08/09/2024;Payroll Issue;John Manager
REQ0659;102;Bob Smith;HR;04/09/2024;13/09/2024;Benefit Claim;Sarah Supervisor
REQ0660;101;Alice Johnson;HR;04/09/2024;14/09/2024;ID Card Replacement;Michael Lead
REQ0661;104;David Brown;HR;05/09/2024;15/09/2024;Benefit Claim;Michael Lead
REQ0662;103;Charlie Davis;HR;06/09/2024;09/09/2024;Payroll Issue;Sarah Supervisor
REQ0663;101;Alice Johnson;HR;06/09/2024;09/09/2024;Access Approval;Sarah Supervisor
REQ0664;102;Bob Smith;HR;07/09/2024;14/09/2024;ID Card Replacement;John Manager
REQ0665;104;David Brown;HR;07/09/2024;14/09/2024;ID Card Replacement;Sarah Supervisor
REQ0666;104;David Brown;HR;07/09/2024;12/09/2024;Benefit Claim;Michael Lead
REQ0667;105;Eve Wilson;HR;08/09/2024;;Access Approval;Sarah Supervisor
REQ0668;102;Bob Smith;HR;08/09/2024;16/09/2024;Payroll Issue;Michael Lead
REQ0669;103;Charlie Davis;HR;08/09/2024;11/09/2024;Payroll Issue;Michael Lead
REQ0670;104;David Brown;HR;08/09/2024;09/09/2024;Benefit Claim;Michael Lead
REQ0671;104;David Brown;HR;09/09/2024;13/09/2024;Benefit Claim;John Manager
REQ0672;105;Eve Wilson;HR;09/09/2024;19/09/2024;Access Approval;Michael Lead
REQ0673;103;Charlie Davis;HR;09/09/2024;10/09/2024;Benefit Claim;Sarah Supervisor
REQ0674;105;Eve Wilson;HR;11/09/2024;19/09/2024;Access Approval;Michael Lead
REQ0675;103;Charlie Davis;HR;11/09/2024;12/09/2024;Access Approval;
REQ0676;101;Alice Johnson;HR;13/09/2024;17/09/2024;Payroll Issue;Michael Lead
REQ0677;105;Eve Wilson;HR;13/09/2024;16/09/2024;ID Card Replacement;John Manager
REQ0678;102;Bob Smith;HR;13/09/2024;15/09/2024;Benefit Claim;Michael Lead
REQ0679;104;David Brown;HR;14/09/2024;18/09/2024;Benefit Claim;Michael Lead
REQ0680;101;Alice Johnson;HR;15/09/2024;20/09/2024;Benefit Claim;John Manager
REQ0681;102;Bob Smith;HR;15/09/2024;23/09/2024;Benefit Claim;Michael Lead
REQ0682;102;Bob Smith;HR;15/09/2024;18/09/2024;ID Card Replacement;Sarah Supervisor
REQ0683;105;Eve Wilson;HR;16/09/2024;;Access Approval;Sarah Supervisor
REQ0684;101;Alice Johnson;HR;17/09/2024;27/09/2024;Benefit Claim;Sarah Supervisor
REQ0685;105;Eve Wilson;HR;17/09/2024;18/09/2024;ID Card Replacement;John Manager
REQ0686;101;Alice Johnson;HR;17/09/2024;21/09/2024;ID Card Replacement;Michael Lead
REQ0687;101;Alice Johnson;HR;18/09/2024;24/09/2024;Access Approval;Sarah Supervisor
REQ0688;101;Alice Johnson;HR;18/09/2024;27/09/2024;ID Card Replacement;Michael Lead
REQ0689;101;Alice Johnson;HR;19/09/2024;;Benefit Claim;John Manager
REQ0690;104;David Brown;HR;20/09/2024;28/09/2024;Payroll Issue;Sarah Supervisor
REQ0691;102;Bob Smith;HR;20/09/2024;24/09/2024;Payroll Issue;Michael Lead
REQ0692;105;Eve Wilson;HR;20/09/2024;22/09/2024;Benefit Claim;John Manager
REQ0693;104;David Brown;HR;20/09/2024;25/09/2024;Benefit Claim;Michael Lead
REQ0694;104;David Brown;HR;20/09/2024;26/09/2024;ID Card Replacement;Sarah Supervisor
REQ0695;103;Charlie Davis;HR;21/09/2024;01/10/2024;ID Card Replacement;John Manager
REQ0696;103;Charlie Davis;HR;22/09/2024;;Access Approval;John Manager
REQ0697;105;Eve Wilson;HR;22/09/2024;01/10/2024;Benefit Claim;Michael Lead
REQ0698;101;Alice Johnson;HR;22/09/2024;23/09/2024;Payroll Issue;Michael Lead
REQ0699;101;Alice Johnson;HR;22/09/2024;01/10/2024;ID Card Replacement;Sarah Supervisor
REQ0700;105;Eve Wilson;HR;23/09/2024;01/10/2024;Access Approval;John Manager
REQ0701;103;Charlie Davis;HR;24/09/2024;29/09/2024;Payroll Issue;Michael Lead
REQ0702;103;Charlie Davis;HR;24/09/2024;04/10/2024;Payroll Issue;John Manager
REQ0703;104;David Brown;HR;24/09/2024;28/09/2024;Access Approval;Michael Lead
REQ0704;104;David Brown;HR;25/09/2024;04/10/2024;Access Approval;Michael Lead
REQ0705;103;Charlie Davis;HR;25/09/2024;28/09/2024;Access Approval;Michael Lead
REQ0706;102;Bob Smith;HR;25/09/2024;27/09/2024;Access Approval;Sarah Supervisor
REQ0707;102;Bob Smith;HR;25/09/2024;;ID Card Replacement;Sarah Supervisor
REQ0708;102;Bob Smith;HR;26/09/2024;01/10/2024;Benefit Claim;John Manager
REQ0709;102;Bob Smith;HR;26/09/2024;29/09/2024;Payroll Issue;Michael Lead
REQ0710;104;David Brown;HR;27/09/2024;06/10/2024;Benefit Claim;Michael Lead
REQ0711;105;Eve Wilson;HR;27/09/2024;02/10/2024;Benefit Claim;Sarah Supervisor
REQ0712;105;Eve Wilson;HR;27/09/2024;07/10/2024;ID Card Replacement;Michael Lead
REQ0713;101;Alice Johnson;HR;27/09/2024;28/09/2024;ID Card Replacement;John Manager
REQ0714;104;David Brown;HR;28/09/2024;07/10/2024;Access Approval;John Manager
REQ0715;104;David Brown;HR;28/09/2024;;Payroll Issue;Michael Lead
REQ0716;101;Alice Johnson;HR;28/09/2024;30/09/2024;Payroll Issue;Michael Lead
REQ0717;102;Bob Smith;HR;29/09/2024;06/10/2024;Access Approval;Sarah Supervisor
REQ0718;105;Eve Wilson;HR;29/09/2024;02/10/2024;Access Approval;Sarah Supervisor
REQ0719;102;Bob Smith;HR;29/09/2024;09/10/2024;Access Approval;Michael Lead
REQ0720;103;Charlie Davis;HR;30/09/2024;04/10/2024;Payroll Issue;John Manager
REQ0721;102;Bob Smith;HR;30/09/2024;01/10/2024;Payroll Issue;Michael Lead
REQ0722;103;Charlie Davis;HR;01/10/2024;10/10/2024;Access Approval;Sarah Supervisor
REQ0723;101;Alice Johnson;HR;01/10/2024;06/10/2024;ID Card Replacement;Michael Lead
REQ0724;101;Alice Johnson;HR;01/10/2024;07/10/2024;Payroll Issue;Sarah Supervisor
REQ0725;101;Alice Johnson;HR;01/10/2024;08/10/2024;Payroll Issue;John Manager
REQ0726;102;Bob Smith;HR;01/10/2024;03/10/2024;Benefit Claim;Michael Lead
REQ0727;102;Bob Smith;HR;01/10/2024;05/10/2024;Payroll Issue;Sarah Supervisor
REQ0728;105;Eve Wilson;HR;03/10/2024;06/10/2024;Benefit Claim;Michael Lead
REQ0729;105;Eve Wilson;HR;03/10/2024;12/10/2024;ID Card Replacement;John Manager
REQ0730;103;Charlie Davis;HR;04/10/2024;14/10/2024;Payroll Issue;John Manager
REQ0731;104;David Brown;HR;04/10/2024;08/10/2024;Payroll Issue;Michael Lead
REQ0732;101;Alice Johnson;HR;04/10/2024;09/10/2024;ID Card Replacement;Sarah Supervisor
REQ0733;105;Eve Wilson;HR;04/10/2024;;Benefit Claim;John Manager
REQ0734;104;David Brown;HR;05/10/2024;11/10/2024;Access Approval;John Manager
REQ0735;103;Charlie Davis;HR;05/10/2024;12/10/2024;Payroll Issue;Sarah Supervisor
REQ0736;105;Eve Wilson;HR;06/10/2024;13/10/2024;Access Approval;Sarah Supervisor
REQ0737;102;Bob Smith;HR;06/10/2024;15/10/2024;Payroll Issue;John Manager
REQ0738;104;David Brown;HR;06/10/2024;08/10/2024;Access Approval;John Manager
REQ0739;103;Charlie Davis;HR;07/10/2024;13/10/2024;ID Card Replacement;Sarah Supervisor
REQ0740;105;Eve Wilson;HR;07/10/2024;17/10/2024;Access Approval;Michael Lead
REQ0741;102;Bob Smith;HR;07/10/2024;12/10/2024;Payroll Issue;Sarah Supervisor
REQ0742;103;Charlie Davis;HR;08/10/2024;16/10/2024;Access Approval;Michael Lead
REQ0743;101;Alice Johnson;HR;08/10/2024;11/10/2024;Benefit Claim;Michael Lead
REQ0744;105;Eve Wilson;HR;08/10/2024;15/10/2024;Access Approval;Sarah Supervisor
REQ0745;104;David Brown;HR;08/10/2024;18/10/2024;Benefit Claim;Michael Lead
REQ0746;103;Charlie Davis;HR;08/10/2024;17/10/2024;Access Approval;Michael Lead
REQ0747;105;Eve Wilson;HR;09/10/2024;;Access Approval;Michael Lead
REQ0748;101;Alice Johnson;HR;09/10/2024;15/10/2024;ID Card Replacement;Michael Lead
REQ0749;105;Eve Wilson;HR;10/10/2024;20/10/2024;Payroll Issue;Sarah Supervisor
REQ0750;102;Bob Smith;HR;10/10/2024;14/10/2024;Access Approval;John Manager
REQ0751;103;Charlie Davis;HR;10/10/2024;17/10/2024;Payroll Issue;Sarah Supervisor
REQ0752;103;Charlie Davis;HR;10/10/2024;19/10/2024;;John Manager
REQ0753;104;David Brown;HR;10/10/2024;20/10/2024;Payroll Issue;Sarah Supervisor
REQ0754;102;Bob Smith;HR;10/10/2024;19/10/2024;Benefit Claim;John Manager
REQ0755;102;Bob Smith;HR;11/10/2024;12/10/2024;Benefit Claim;John Manager
REQ0756;101;Alice Johnson;HR;11/10/2024;12/10/2024;Payroll Issue;Sarah Supervisor
REQ0757;103;Charlie Davis;HR;11/10/2024;17/10/2024;ID Card Replacement;Sarah Supervisor
REQ0758;101;Alice Johnson;HR;13/10/2024;21/10/2024;ID Card Replacement;John Manager
REQ0759;104;David Brown;HR;13/10/2024;17/10/2024;Access Approval;Michael Lead
REQ0760;102;Bob Smith;HR;13/10/2024;22/10/2024;Payroll Issue;Sarah Supervisor
REQ0761;105;Eve Wilson;HR;14/10/2024;16/10/2024;Payroll Issue;Michael Lead
REQ0762;104;David Brown;HR;14/10/2024;;Payroll Issue;John Manager
REQ0763;102;Bob Smith;HR;14/10/2024;18/10/2024;ID Card Replacement;John Manager
REQ0764;101;Alice Johnson;HR;15/10/2024;;ID Card Replacement;Michael Lead
REQ0765;103;Charlie Davis;HR;15/10/2024;25/10/2024;Access Approval;John Manager
REQ0766;103;Charlie Davis;HR;15/10/2024;;Access Approval;Michael Lead
REQ0767;105;Eve Wilson;HR;15/10/2024;19/10/2024;ID Card Replacement;Michael Lead
REQ0768;103;Charlie Davis;HR;15/10/2024;22/10/2024;Benefit Claim;Sarah Supervisor
REQ0769;103;Charlie Davis;HR;16/10/2024;26/10/2024;Access Approval;John Manager
REQ0770;105;Eve Wilson;HR;17/10/2024;24/10/2024;Payroll Issue;John Manager
REQ0771;105;Eve Wilson;HR;17/10/2024;27/10/2024;ID Card Replacement;Michael Lead
REQ0772;102;Bob Smith;HR;18/10/2024;26/10/2024;Payroll Issue;John Manager
REQ0773;102;Bob Smith;HR;18/10/2024;20/10/2024;Access Approval;Michael Lead
REQ0774;104;David Brown;HR;18/10/2024;21/10/2024;ID Card Replacement;Michael Lead
REQ0775;105;Eve Wilson;HR;19/10/2024;21/10/2024;Access Approval;Michael Lead
REQ0776;101;Alice Johnson;HR;19/10/2024;20/10/2024;Benefit Claim;John Manager
REQ0777;102;Bob Smith;HR;19/10/2024;;Benefit Claim;Michael Lead
REQ0778;104;David Brown;HR;19/10/2024;21/10/2024;Payroll Issue;Sarah Supervisor
REQ0779;104;David Brown;HR;19/10/2024;26/10/2024;Benefit Claim;John Manager
REQ0780;101;Alice Johnson;HR;20/10/2024;26/10/2024;Access Approval;Sarah Supervisor
REQ0781;105;Eve Wilson;HR;20/10/2024;23/10/2024;ID Card Replacement;Sarah Supervisor
REQ0782;105;Eve Wilson;HR;20/10/2024;25/10/2024;Benefit Claim;Michael Lead
REQ0783;103;Charlie Davis;HR;21/10/2024;30/10/2024;ID Card Replacement;John Manager
REQ0784;105;Eve Wilson;HR;21/10/2024;23/10/2024;ID Card Replacement;Sarah Supervisor
REQ0785;101;Alice Johnson;HR;21/10/2024;27/10/2024;Access Approval;Sarah Supervisor
REQ0786;105;Eve Wilson;HR;;23/10/2024;Benefit Claim;Michael Lead
REQ0787;102;Bob Smith;HR;22/10/2024;30/10/2024;Payroll Issue;Michael Lead
REQ0788;102;Bob Smith;HR;22/10/2024;;Benefit Claim;Sarah Supervisor
REQ0789;102;Bob Smith;HR;22/10/2024;29/10/2024;Payroll Issue;Michael Lead
REQ0790;104;David Brown;HR;22/10/2024;30/10/2024;Payroll Issue;Sarah Supervisor
REQ0791;102;Bob Smith;HR;22/10/2024;23/10/2024;Payroll Issue;John Manager
REQ0792;102;Bob Smith;HR;23/10/2024;28/10/2024;Access Approval;Michael Lead
REQ0793;105;Eve Wilson;HR;23/10/2024;;Access Approval;Michael Lead
REQ0794;105;Eve Wilson;HR;23/10/2024;31/10/2024;Payroll Issue;Michael Lead
REQ0795;105;Eve Wilson;HR;23/10/2024;24/10/2024;ID Card Replacement;John Manager
REQ0796;103;Charlie Davis;HR;23/10/2024;30/10/2024;Benefit Claim;Sarah Supervisor
REQ0797;103;Charlie Davis;HR;24/10/2024;25/10/2024;ID Card Replacement;Michael Lead
REQ0798;104;David Brown;HR;24/10/2024;02/11/2024;ID Card Replacement;John Manager
REQ0799;104;David Brown;HR;24/10/2024;25/10/2024;Payroll Issue;John Manager
REQ0800;103;Charlie Davis;HR;25/10/2024;27/10/2024;Access Approval;John Manager
REQ0801;104;David Brown;HR;25/10/2024;30/10/2024;ID Card Replacement;Sarah Supervisor
REQ0802;102;Bob Smith;HR;28/10/2024;02/11/2024;Payroll Issue;John Manager
REQ0803;101;Alice Johnson;HR;;03/11/2024;Benefit Claim;Michael Lead
REQ0804;103;Charlie Davis;HR;28/10/2024;06/11/2024;Benefit Claim;John Manager
REQ0805;102;Bob Smith;HR;28/10/2024;05/11/2024;Access Approval;John Manager
REQ0806;102;Bob Smith;HR;28/10/2024;04/11/2024;Access Approval;Sarah Supervisor
REQ0807;104;David Brown;HR;28/10/2024;05/11/2024;Benefit Claim;Michael Lead
REQ0808;102;Bob Smith;HR;29/10/2024;;ID Card Replacement;Sarah Supervisor
REQ0809;105;Eve Wilson;HR;29/10/2024;04/11/2024;Benefit Claim;John Manager
REQ0810;101;Alice Johnson;HR;29/10/2024;07/11/2024;ID Card Replacement;John Manager
REQ0811;103;Charlie Davis;HR;30/10/2024;05/11/2024;;Sarah Supervisor
REQ0812;101;Alice Johnson;HR;30/10/2024;08/11/2024;Benefit Claim;Michael Lead
REQ0813;101;Alice Johnson;HR;31/10/2024;02/11/2024;Benefit Claim;Sarah Supervisor
REQ0814;104;David Brown;HR;31/10/2024;05/11/2024;Access Approval;Michael Lead
REQ0815;104;David Brown;HR;31/10/2024;06/11/2024;Benefit Claim;Michael Lead
REQ0816;104;David Brown;HR;31/10/2024;07/11/2024;Access Approval;Sarah Supervisor
REQ0817;104;David Brown;HR;31/10/2024;;Payroll Issue;Sarah Supervisor
REQ0818;101;Alice Johnson;HR;01/11/2024;05/11/2024;Access Approval;Sarah Supervisor
REQ0819;101;Alice Johnson;HR;01/11/2024;03/11/2024;ID Card Replacement;Michael Lead
REQ0820;102;Bob Smith;HR;01/11/2024;11/11/2024;;John Manager
REQ0821;105;Eve Wilson;HR;01/11/2024;03/11/2024;ID Card Replacement;John Manager
REQ0822;101;Alice Johnson;HR;;09/11/2024;Payroll Issue;Michael Lead
REQ0823;105;Eve Wilson;HR;02/11/2024;12/11/2024;Benefit Claim;John Manager
REQ0824;101;Alice Johnson;HR;02/11/2024;11/11/2024;Access Approval;Sarah Supervisor
REQ0825;104;David Brown;HR;03/11/2024;13/11/2024;Access Approval;Michael Lead
REQ0826;103;Charlie Davis;HR;03/11/2024;09/11/2024;Payroll Issue;Sarah Supervisor
REQ0827;102;Bob Smith;HR;04/11/2024;11/11/2024;Access Approval;John Manager
REQ0828;102;Bob Smith;HR;04/11/2024;09/11/2024;Access Approval;Michael Lead
REQ0829;101;Alice Johnson;HR;05/11/2024;12/11/2024;Payroll Issue;Michael Lead
REQ0830;101;Alice Johnson;HR;05/11/2024;08/11/2024;Access Approval;John Manager
REQ0831;101;Alice Johnson;HR;05/11/2024;06/11/2024;ID Card Replacement;John Manager
REQ0832;105;Eve Wilson;HR;05/11/2024;;Access Approval;John Manager
REQ0833;101;Alice Johnson;HR;05/11/2024;08/11/2024;ID Card Replacement;Sarah Supervisor
REQ0834;102;Bob Smith;HR;05/11/2024;10/11/2024;ID Card Replacement;Michael Lead
REQ0835;101;Alice Johnson;HR;07/11/2024;09/11/2024;Access Approval;John Manager
REQ0836;105;Eve Wilson;HR;07/11/2024;09/11/2024;ID Card Replacement;Sarah Supervisor
REQ0837;101;Alice Johnson;HR;07/11/2024;16/11/2024;Payroll Issue;John Manager
REQ0838;105;Eve Wilson;HR;07/11/2024;16/11/2024;Access Approval;John Manager
REQ0839;102;Bob Smith;HR;07/11/2024;15/11/2024;Payroll Issue;Michael Lead
REQ0840;102;Bob Smith;HR;08/11/2024;10/11/2024;Payroll Issue;John Manager
REQ0841;104;David Brown;HR;09/11/2024;16/11/2024;Benefit Claim;Michael Lead
REQ0842;101;Alice Johnson;HR;09/11/2024;10/11/2024;;Sarah Supervisor
REQ0843;105;Eve Wilson;HR;09/11/2024;18/11/2024;Payroll Issue;John Manager
REQ0844;102;Bob Smith;HR;09/11/2024;;Payroll Issue;Michael Lead
REQ0845;104;David Brown;HR;10/11/2024;18/11/2024;Benefit Claim;Michael Lead
REQ0846;102;Bob Smith;HR;10/11/2024;11/11/2024;Payroll Issue;Michael Lead
REQ0847;103;Charlie Davis;HR;;13/11/2024;ID Card Replacement;Sarah Supervisor
REQ0848;103;Charlie Davis;HR;10/11/2024;14/11/2024;Payroll Issue;Sarah Supervisor
REQ0849;104;David Brown;HR;10/11/2024;19/11/2024;Benefit Claim;Michael Lead
REQ0850;105;Eve Wilson;HR;10/11/2024;14/11/2024;ID Card Replacement;Sarah Supervisor
REQ0851;104;David Brown;HR;10/11/2024;18/11/2024;ID Card Replacement;John Manager
REQ0852;103;Charlie Davis;HR;10/11/2024;;ID Card Replacement;Sarah Supervisor
REQ0853;103;Charlie Davis;HR;11/11/2024;21/11/2024;Payroll Issue;Sarah Supervisor
REQ0854;104;David Brown;HR;11/11/2024;15/11/2024;Payroll Issue;Sarah Supervisor
REQ0855;103;Charlie Davis;HR;11/11/2024;13/11/2024;Payroll Issue;Michael Lead
REQ0856;101;Alice Johnson;HR;12/11/2024;19/11/2024;Access Approval;Michael Lead
REQ0857;103;Charlie Davis;HR;13/11/2024;;Benefit Claim;Michael Lead
REQ0858;103;Charlie Davis;HR;13/11/2024;17/11/2024;Benefit Claim;Sarah Supervisor
REQ0859;105;Eve Wilson;HR;14/11/2024;;ID Card Replacement;Sarah Supervisor
REQ0860;105;Eve Wilson;HR;14/11/2024;24/11/2024;Access Approval;John Manager
REQ0861;103;Charlie Davis;HR;14/11/2024;15/11/2024;ID Card Replacement;Michael Lead
REQ0862;105;Eve Wilson;HR;14/11/2024;22/11/2024;ID Card Replacement;Michael Lead
REQ0863;104;David Brown;HR;14/11/2024;17/11/2024;Payroll Issue;John Manager
REQ0864;104;David Brown;HR;15/11/2024;25/11/2024;Access Approval;John Manager
REQ0865;102;Bob Smith;HR;15/11/2024;17/11/2024;Access Approval;Sarah Supervisor
REQ0866;105;Eve Wilson;HR;16/11/2024;21/11/2024;ID Card Replacement;Michael Lead
REQ0867;102;Bob Smith;HR;16/11/2024;17/11/2024;Access Approval;Sarah Supervisor
REQ0868;105;Eve Wilson;HR;17/11/2024;19/11/2024;Benefit Claim;Sarah Supervisor
REQ0869;105;Eve Wilson;HR;17/11/2024;;Access Approval;Michael Lead
REQ0870;103;Charlie Davis;HR;;26/11/2024;Payroll Issue;Sarah Supervisor
REQ0871;103;Charlie Davis;HR;18/11/2024;26/11/2024;Payroll Issue;John Manager
REQ0872;104;David Brown;HR;18/11/2024;27/11/2024;Benefit Claim;Sarah Supervisor
REQ0873;103;Charlie Davis;HR;18/11/2024;26/11/2024;Payroll Issue;John Manager
REQ0874;104;David Brown;HR;18/11/2024;24/11/2024;Benefit Claim;Michael Lead
REQ0875;104;David Brown;HR;20/11/2024;26/11/2024;Benefit Claim;Sarah Supervisor
REQ0876;101;Alice Johnson;HR;20/11/2024;21/11/2024;Access Approval;John Manager
REQ0877;102;Bob Smith;HR;20/11/2024;;ID Card Replacement;Michael Lead
REQ0878;102;Bob Smith;HR;20/11/2024;29/11/2024;Payroll Issue;Sarah Supervisor
REQ0879;103;Charlie Davis;HR;20/11/2024;23/11/2024;Benefit Claim;John Manager
REQ0880;102;Bob Smith;HR;21/11/2024;26/11/2024;ID Card Replacement;Sarah Supervisor
REQ0881;104;David Brown;HR;21/11/2024;01/12/2024;Access Approval;Sarah Supervisor
REQ0882;101;Alice Johnson;HR;21/11/2024;26/11/2024;Payroll Issue;Sarah Supervisor
REQ0883;102;Bob Smith;HR;21/11/2024;27/11/2024;Benefit Claim;John Manager
REQ0884;104;David Brown;HR;21/11/2024;23/11/2024;Benefit Claim;Michael Lead
REQ0885;101;Alice Johnson;HR;22/11/2024;26/11/2024;Payroll Issue;John Manager
REQ0886;103;Charlie Davis;HR;22/11/2024;26/11/2024;Access Approval;John Manager
REQ0887;102;Bob Smith;HR;22/11/2024;;Access Approval;Sarah Supervisor
REQ0888;105;Eve Wilson;HR;22/11/2024;29/11/2024;Payroll Issue;John Manager
REQ0889;105;Eve Wilson;HR;23/11/2024;02/12/2024;Access Approval;John Manager
REQ0890;104;David Brown;HR;23/11/2024;24/11/2024;Access Approval;John Manager
REQ0891;103;Charlie Davis;HR;23/11/2024;26/11/2024;Benefit Claim;Sarah Supervisor
REQ0892;105;Eve Wilson;HR;23/11/2024;03/12/2024;ID Card Replacement;Sarah Supervisor
REQ0893;105;Eve Wilson;HR;23/11/2024;26/11/2024;Access Approval;John Manager
REQ0894;104;David Brown;HR;23/11/2024;26/11/2024;Access Approval;John Manager
REQ0895;104;David Brown;HR;23/11/2024;26/11/2024;Benefit Claim;Michael Lead
REQ0896;101;Alice Johnson;HR;24/11/2024;30/11/2024;Benefit Claim;Michael Lead
REQ0897;101;Alice Johnson;HR;;26/11/2024;ID Card Replacement;Sarah Supervisor
