RequestID,EmpID,EmpName,Dept,Request_Date,Completion_Date,Request_Detail,PIC,Processing Days,SLA Compliance
REQ0523,102,Bob Smith,HR,2024-07-15,2024-07-17,ID Card Replacement,Michael Lead,2,Pass
REQ0524,105,Eve Wilson,HR,2024-07-16,2024-07-20,Payroll Issue,Sarah Supervisor,4,Miss
REQ0525,101,Alice Johnson,HR,2024-07-16,2024-07-19,ID Card Replacement,Michael Lead,3,Pass
REQ0526,102,Bob Smith,HR,2024-07-16,2024-07-21,Access Approval,Sarah Supervisor,4,Miss
REQ0527,105,Eve Wilson,HR,2024-07-17,2024-07-22,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0528,101,Alice Johnson,HR,2024-07-17,2024-07-20,Benefit Claim,Sarah Supervisor,3,Pass
REQ0529,105,Eve Wilson,HR,2024-07-18,2024-07-26,Payroll Issue,Sarah Supervisor,6,Miss
REQ0530,105,Eve Wilson,HR,2024-07-20,2024-07-25,ID Card Replacement,Michael Lead,3,Pass
REQ0531,103,Charlie Davis,HR,2024-07-20,2024-07-22,Access Approval,Sarah Supervisor,0,Pass
REQ0532,103,Charlie Davis,HR,2024-07-20,2024-07-21,ID Card Replacement,John Manager,0,Pass
REQ0533,105,Eve Wilson,HR,2024-07-20,2024-07-25,Payroll Issue,Michael Lead,3,Pass
REQ0534,103,Charlie Davis,HR,2024-07-21,2024-07-30,Benefit Claim,John Manager,6,Miss
REQ0535,104,David Brown,HR,2024-07-21,2024-07-29,ID Card Replacement,John Manager,5,Miss
REQ0536,105,Eve Wilson,HR,2024-07-22,2024-07-28,Benefit Claim,Michael Lead,5,Miss
REQ0537,105,Eve Wilson,HR,2024-07-22,2024-07-29,Payroll Issue,John Manager,5,Miss
REQ0538,105,Eve Wilson,HR,2024-07-22,2024-07-23,Access Approval,John Manager,1,Pass
REQ0539,101,Alice Johnson,HR,2024-07-22,2024-07-30,Payroll Issue,Sarah Supervisor,6,Miss
REQ0540,105,Eve Wilson,HR,2024-07-23,2024-07-24,Benefit Claim,Michael Lead,1,Pass
REQ0541,102,Bob Smith,HR,2024-07-23,2024-07-29,Access Approval,Michael Lead,4,Miss
REQ0542,105,Eve Wilson,HR,2024-07-23,2024-08-02,Payroll Issue,John Manager,8,Miss
REQ0543,105,Eve Wilson,HR,2024-07-24,2024-08-02,Access Approval,John Manager,7,Miss
REQ0544,101,Alice Johnson,HR,2024-07-26,2024-07-30,Payroll Issue,Michael Lead,2,Pass
REQ0545,105,Eve Wilson,HR,2024-07-27,2024-08-05,Access Approval,Michael Lead,5,Miss
REQ0546,101,Alice Johnson,HR,2024-07-27,2024-07-31,Payroll Issue,John Manager,2,Pass
REQ0547,105,Eve Wilson,HR,2024-07-27,2024-08-01,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0548,104,David Brown,HR,2024-07-28,2024-08-03,Benefit Claim,Michael Lead,5,Miss
REQ0549,104,David Brown,HR,2024-07-28,2024-08-02,Benefit Claim,Sarah Supervisor,4,Miss
REQ0550,103,Charlie Davis,HR,2024-07-28,2024-08-02,Payroll Issue,Michael Lead,4,Miss
REQ0551,102,Bob Smith,HR,2024-07-29,2024-08-08,Payroll Issue,Sarah Supervisor,8,Miss
REQ0552,103,Charlie Davis,HR,2024-07-29,2024-08-08,Access Approval,John Manager,8,Miss
REQ0553,105,Eve Wilson,HR,2024-07-29,2024-07-31,Access Approval,Michael Lead,2,Pass
REQ0554,105,Eve Wilson,HR,2024-07-30,2024-07-31,ID Card Replacement,John Manager,1,Pass
REQ0555,105,Eve Wilson,HR,2024-07-30,2024-07-31,Access Approval,John Manager,1,Pass
REQ0556,103,Charlie Davis,HR,2024-07-31,2024-08-05,ID Card Replacement,John Manager,3,Pass
REQ0557,104,David Brown,HR,2024-07-31,2024-08-09,Access Approval,Sarah Supervisor,7,Miss
REQ0558,103,Charlie Davis,HR,2024-08-01,2024-08-06,Access Approval,Sarah Supervisor,3,Pass
REQ0559,104,David Brown,HR,2024-08-01,2024-08-07,Access Approval,Michael Lead,4,Miss
REQ0560,101,Alice Johnson,HR,2024-08-01,2024-08-08,Payroll Issue,Sarah Supervisor,5,Miss
REQ0561,103,Charlie Davis,HR,2024-08-01,2024-08-07,Payroll Issue,Michael Lead,4,Miss
REQ0562,102,Bob Smith,HR,2024-08-01,2024-08-06,Access Approval,Sarah Supervisor,3,Pass
REQ0563,105,Eve Wilson,HR,2024-08-03,2024-08-05,Payroll Issue,Michael Lead,0,Pass
REQ0564,105,Eve Wilson,HR,2024-08-04,2024-08-10,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0565,103,Charlie Davis,HR,2024-08-04,2024-08-14,ID Card Replacement,John Manager,7,Miss
REQ0566,104,David Brown,HR,2024-08-04,2024-08-05,Payroll Issue,John Manager,0,Pass
REQ0567,101,Alice Johnson,HR,2024-08-04,2024-08-14,ID Card Replacement,Michael Lead,7,Miss
REQ0568,103,Charlie Davis,HR,2024-08-04,2024-08-08,Access Approval,Sarah Supervisor,3,Pass
REQ0569,102,Bob Smith,HR,2024-08-04,2024-08-13,ID Card Replacement,John Manager,6,Miss
REQ0570,101,Alice Johnson,HR,2024-08-05,2024-08-06,Benefit Claim,Sarah Supervisor,1,Pass
REQ0571,104,David Brown,HR,2024-08-05,2024-08-08,Access Approval,John Manager,3,Pass
REQ0572,102,Bob Smith,HR,2024-08-06,2024-08-09,Access Approval,Sarah Supervisor,3,Pass
REQ0573,105,Eve Wilson,HR,2024-08-06,2024-08-13,Payroll Issue,John Manager,5,Miss
REQ0574,105,Eve Wilson,HR,2024-08-06,2024-08-10,Payroll Issue,John Manager,4,Miss
REQ0575,101,Alice Johnson,HR,2024-08-06,2024-08-16,ID Card Replacement,John Manager,8,Miss
REQ0576,103,Charlie Davis,HR,2024-08-07,2024-08-11,Payroll Issue,Michael Lead,3,Pass
REQ0577,104,David Brown,HR,2024-08-08,2024-08-14,ID Card Replacement,John Manager,4,Miss
REQ0578,104,David Brown,HR,2024-08-08,2024-08-15,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0579,105,Eve Wilson,HR,2024-08-10,2024-08-11,Access Approval,John Manager,0,Pass
REQ0580,105,Eve Wilson,HR,2024-08-10,2024-08-16,Benefit Claim,Sarah Supervisor,4,Miss
REQ0581,101,Alice Johnson,HR,2024-08-10,2024-08-19,Benefit Claim,Sarah Supervisor,5,Miss
REQ0582,103,Charlie Davis,HR,2024-08-10,2024-08-20,Payroll Issue,Sarah Supervisor,6,Miss
REQ0583,105,Eve Wilson,HR,2024-08-10,2024-08-18,Payroll Issue,Michael Lead,5,Miss
REQ0584,101,Alice Johnson,HR,2024-08-11,2024-08-16,Payroll Issue,John Manager,4,Miss
REQ0585,103,Charlie Davis,HR,2024-08-12,2024-08-15,Access Approval,Sarah Supervisor,3,Pass
REQ0586,103,Charlie Davis,HR,2024-08-12,2024-08-16,Payroll Issue,John Manager,4,Miss
REQ0587,102,Bob Smith,HR,2024-08-12,2024-08-14,ID Card Replacement,Michael Lead,2,Pass
REQ0588,102,Bob Smith,HR,2024-08-12,2024-08-22,ID Card Replacement,John Manager,8,Miss
REQ0589,101,Alice Johnson,HR,2024-08-12,2024-08-22,Benefit Claim,Michael Lead,8,Miss
REQ0590,105,Eve Wilson,HR,2024-08-13,2024-08-15,ID Card Replacement,Michael Lead,2,Pass
REQ0591,102,Bob Smith,HR,2024-08-15,2024-08-23,ID Card Replacement,John Manager,6,Miss
REQ0592,104,David Brown,HR,2024-08-16,2024-08-20,ID Card Replacement,John Manager,2,Pass
REQ0593,104,David Brown,HR,2024-08-16,2024-08-21,Access Approval,Sarah Supervisor,3,Pass
REQ0594,101,Alice Johnson,HR,2024-08-16,2024-08-21,Benefit Claim,John Manager,3,Pass
REQ0595,103,Charlie Davis,HR,2024-08-17,2024-08-26,Benefit Claim,Michael Lead,5,Miss
REQ0596,104,David Brown,HR,2024-08-17,2024-08-23,Payroll Issue,Sarah Supervisor,4,Miss
REQ0597,104,David Brown,HR,2024-08-17,2024-08-26,Access Approval,Michael Lead,5,Miss
REQ0598,101,Alice Johnson,HR,2024-08-18,2024-08-24,Access Approval,Michael Lead,5,Miss
REQ0599,103,Charlie Davis,HR,2024-08-18,2024-08-19,Benefit Claim,Sarah Supervisor,0,Pass
REQ0600,104,David Brown,HR,2024-08-18,2024-08-27,ID Card Replacement,Sarah Supervisor,6,Miss
REQ0601,104,David Brown,HR,2024-08-19,2024-08-28,Access Approval,Michael Lead,7,Miss
REQ0602,101,Alice Johnson,HR,2024-08-19,2024-08-25,Payroll Issue,Sarah Supervisor,5,Miss
REQ0603,103,Charlie Davis,HR,2024-08-19,2024-08-27,Access Approval,Sarah Supervisor,6,Miss
REQ0604,101,Alice Johnson,HR,2024-08-20,2024-08-28,Access Approval,Sarah Supervisor,6,Miss
REQ0605,101,Alice Johnson,HR,2024-08-20,2024-08-29,Benefit Claim,Sarah Supervisor,7,Miss
REQ0606,103,Charlie Davis,HR,2024-08-21,2024-08-30,Benefit Claim,Sarah Supervisor,7,Miss
REQ0607,105,Eve Wilson,HR,2024-08-21,2024-08-27,ID Card Replacement,Michael Lead,4,Miss
REQ0608,102,Bob Smith,HR,2024-08-21,2024-08-25,Benefit Claim,John Manager,3,Pass
REQ0609,101,Alice Johnson,HR,2024-08-21,2024-08-29,Benefit Claim,Michael Lead,6,Miss
REQ0610,104,David Brown,HR,2024-08-21,2024-08-26,Payroll Issue,John Manager,3,Pass
REQ0611,101,Alice Johnson,HR,2024-08-22,2024-08-28,Payroll Issue,Sarah Supervisor,4,Miss
REQ0612,105,Eve Wilson,HR,2024-08-22,2024-08-27,Payroll Issue,John Manager,3,Pass
REQ0613,101,Alice Johnson,HR,2024-08-22,2024-08-24,Access Approval,John Manager,2,Pass
REQ0614,104,David Brown,HR,2024-08-23,2024-08-28,Payroll Issue,Sarah Supervisor,3,Pass
REQ0615,105,Eve Wilson,HR,2024-08-23,2024-08-30,Benefit Claim,Michael Lead,5,Miss
REQ0616,104,David Brown,HR,2024-08-23,2024-09-01,Payroll Issue,Sarah Supervisor,6,Miss
REQ0617,103,Charlie Davis,HR,2024-08-23,2024-08-29,Benefit Claim,Michael Lead,4,Miss
REQ0618,105,Eve Wilson,HR,2024-08-24,2024-08-30,Benefit Claim,John Manager,4,Miss
REQ0619,105,Eve Wilson,HR,2024-08-24,2024-08-29,Benefit Claim,John Manager,3,Pass
REQ0620,104,David Brown,HR,2024-08-25,2024-08-26,Benefit Claim,Sarah Supervisor,0,Pass
REQ0621,102,Bob Smith,HR,2024-08-25,2024-08-27,Access Approval,John Manager,1,Pass
REQ0622,104,David Brown,HR,2024-08-25,2024-09-04,Benefit Claim,Sarah Supervisor,7,Miss
REQ0623,105,Eve Wilson,HR,2024-08-26,2024-08-28,Benefit Claim,Sarah Supervisor,2,Pass
REQ0624,104,David Brown,HR,2024-08-26,2024-08-28,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0625,105,Eve Wilson,HR,2024-08-27,2024-09-02,Payroll Issue,Sarah Supervisor,4,Miss
REQ0626,105,Eve Wilson,HR,2024-08-28,2024-09-03,Benefit Claim,Sarah Supervisor,4,Miss
REQ0627,103,Charlie Davis,HR,2024-08-28,2024-08-30,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0628,104,David Brown,HR,2024-08-28,2024-09-07,Access Approval,John Manager,8,Miss
REQ0629,101,Alice Johnson,HR,2024-08-29,2024-09-03,Benefit Claim,Michael Lead,3,Pass
REQ0630,105,Eve Wilson,HR,2024-08-30,2024-09-03,Payroll Issue,Michael Lead,2,Pass
REQ0631,101,Alice Johnson,HR,2024-08-30,2024-09-04,Payroll Issue,John Manager,3,Pass
REQ0632,102,Bob Smith,HR,2024-08-31,2024-09-04,Benefit Claim,John Manager,2,Pass
REQ0633,102,Bob Smith,HR,2024-08-31,2024-09-04,ID Card Replacement,Michael Lead,2,Pass
REQ0634,101,Alice Johnson,HR,2024-09-01,2024-09-07,ID Card Replacement,Michael Lead,5,Miss
REQ0635,105,Eve Wilson,HR,2024-09-01,2024-09-08,Access Approval,Michael Lead,5,Miss
REQ0636,105,Eve Wilson,HR,2024-09-02,2024-09-07,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0637,103,Charlie Davis,HR,2024-09-02,2024-09-07,Benefit Claim,John Manager,5,Miss
REQ0638,105,Eve Wilson,HR,2024-09-02,2024-09-07,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0639,102,Bob Smith,HR,2024-09-02,2024-09-06,Access Approval,John Manager,4,Miss
REQ0640,103,Charlie Davis,HR,2024-09-02,2024-09-08,Access Approval,Michael Lead,5,Miss
REQ0641,104,David Brown,HR,2024-09-02,2024-09-03,ID Card Replacement,Michael Lead,1,Pass
REQ0642,105,Eve Wilson,HR,2024-09-02,2024-09-06,Benefit Claim,Sarah Supervisor,4,Miss
REQ0643,101,Alice Johnson,HR,2024-09-02,2024-09-06,ID Card Replacement,John Manager,4,Miss
REQ0644,102,Bob Smith,HR,2024-09-02,2024-09-11,Payroll Issue,Michael Lead,7,Miss
REQ0645,103,Charlie Davis,HR,2024-09-02,2024-09-04,Benefit Claim,Sarah Supervisor,2,Pass
REQ0646,104,David Brown,HR,2024-09-03,2024-09-10,ID Card Replacement,John Manager,5,Miss
REQ0647,102,Bob Smith,HR,2024-09-03,2024-09-08,Payroll Issue,Michael Lead,4,Miss
REQ0648,102,Bob Smith,HR,2024-09-03,2024-09-09,Access Approval,Sarah Supervisor,4,Miss
REQ0649,101,Alice Johnson,HR,2024-09-03,2024-09-10,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0650,104,David Brown,HR,2024-09-03,2024-09-04,Access Approval,John Manager,1,Pass
REQ0651,101,Alice Johnson,HR,2024-09-03,2024-09-07,Payroll Issue,Sarah Supervisor,4,Miss
REQ0652,102,Bob Smith,HR,2024-09-03,2024-09-06,Payroll Issue,John Manager,3,Pass
REQ0653,102,Bob Smith,HR,2024-09-03,2024-09-09,ID Card Replacement,Michael Lead,4,Miss
REQ0654,102,Bob Smith,HR,2024-09-04,2024-09-10,Payroll Issue,John Manager,4,Miss
REQ0655,104,David Brown,HR,2024-09-04,2024-09-10,Benefit Claim,Michael Lead,4,Miss
REQ0656,103,Charlie Davis,HR,2024-09-04,2024-09-11,Access Approval,Sarah Supervisor,5,Miss
REQ0657,102,Bob Smith,HR,2024-09-04,2024-09-08,ID Card Replacement,John Manager,3,Pass
REQ0658,103,Charlie Davis,HR,2024-09-04,2024-09-08,Payroll Issue,John Manager,3,Pass
REQ0659,102,Bob Smith,HR,2024-09-04,2024-09-13,Benefit Claim,Sarah Supervisor,7,Miss
REQ0660,101,Alice Johnson,HR,2024-09-04,2024-09-14,ID Card Replacement,Michael Lead,8,Miss
REQ0661,104,David Brown,HR,2024-09-05,2024-09-15,Benefit Claim,Michael Lead,7,Miss
REQ0662,103,Charlie Davis,HR,2024-09-06,2024-09-09,Payroll Issue,Sarah Supervisor,1,Pass
REQ0663,101,Alice Johnson,HR,2024-09-06,2024-09-09,Access Approval,Sarah Supervisor,1,Pass
REQ0664,102,Bob Smith,HR,2024-09-07,2024-09-14,ID Card Replacement,John Manager,5,Miss
REQ0665,104,David Brown,HR,2024-09-07,2024-09-14,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0666,104,David Brown,HR,2024-09-07,2024-09-12,Benefit Claim,Michael Lead,3,Pass
REQ0667,105,Eve Wilson,HR,2024-09-08,2024-09-13,Access Approval,Sarah Supervisor,4,Miss
REQ0668,102,Bob Smith,HR,2024-09-08,2024-09-16,Payroll Issue,Michael Lead,5,Miss
REQ0669,103,Charlie Davis,HR,2024-09-08,2024-09-11,Payroll Issue,Michael Lead,2,Pass
REQ0670,104,David Brown,HR,2024-09-08,2024-09-09,Benefit Claim,Michael Lead,0,Pass
REQ0671,104,David Brown,HR,2024-09-09,2024-09-13,Benefit Claim,John Manager,4,Miss
REQ0672,105,Eve Wilson,HR,2024-09-09,2024-09-19,Access Approval,Michael Lead,8,Miss
REQ0673,103,Charlie Davis,HR,2024-09-09,2024-09-10,Benefit Claim,Sarah Supervisor,1,Pass
REQ0674,105,Eve Wilson,HR,2024-09-11,2024-09-19,Access Approval,Michael Lead,6,Miss
REQ0675,103,Charlie Davis,HR,2024-09-11,2024-09-12,Access Approval,Sarah Supervisor,1,Pass
REQ0676,101,Alice Johnson,HR,2024-09-13,2024-09-17,Payroll Issue,Michael Lead,2,Pass
REQ0677,105,Eve Wilson,HR,2024-09-13,2024-09-16,ID Card Replacement,John Manager,1,Pass
REQ0678,102,Bob Smith,HR,2024-09-13,2024-09-15,Benefit Claim,Michael Lead,1,Pass
REQ0679,104,David Brown,HR,2024-09-14,2024-09-18,Benefit Claim,Michael Lead,2,Pass
REQ0680,101,Alice Johnson,HR,2024-09-15,2024-09-20,Benefit Claim,John Manager,4,Miss
REQ0681,102,Bob Smith,HR,2024-09-15,2024-09-23,Benefit Claim,Michael Lead,5,Miss
REQ0682,102,Bob Smith,HR,2024-09-15,2024-09-18,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0683,105,Eve Wilson,HR,2024-09-16,2024-09-21,Access Approval,Sarah Supervisor,5,Miss
REQ0684,101,Alice Johnson,HR,2024-09-17,2024-09-27,Benefit Claim,Sarah Supervisor,8,Miss
REQ0685,105,Eve Wilson,HR,2024-09-17,2024-09-18,ID Card Replacement,John Manager,1,Pass
REQ0686,101,Alice Johnson,HR,2024-09-17,2024-09-21,ID Card Replacement,Michael Lead,4,Miss
REQ0687,101,Alice Johnson,HR,2024-09-18,2024-09-24,Access Approval,Sarah Supervisor,4,Miss
REQ0688,101,Alice Johnson,HR,2024-09-18,2024-09-27,ID Card Replacement,Michael Lead,7,Miss
REQ0689,101,Alice Johnson,HR,2024-09-19,2024-09-24,Benefit Claim,John Manager,3,Pass
REQ0690,104,David Brown,HR,2024-09-20,2024-09-28,Payroll Issue,Sarah Supervisor,6,Miss
REQ0691,102,Bob Smith,HR,2024-09-20,2024-09-24,Payroll Issue,Michael Lead,2,Pass
REQ0692,105,Eve Wilson,HR,2024-09-20,2024-09-22,Benefit Claim,John Manager,1,Pass
REQ0693,104,David Brown,HR,2024-09-20,2024-09-25,Benefit Claim,Michael Lead,3,Pass
REQ0694,104,David Brown,HR,2024-09-20,2024-09-26,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0695,103,Charlie Davis,HR,2024-09-21,2024-10-01,ID Card Replacement,John Manager,6,Miss
REQ0696,103,Charlie Davis,HR,2024-09-22,2024-09-27,Access Approval,John Manager,4,Miss
REQ0697,105,Eve Wilson,HR,2024-09-22,2024-10-01,Benefit Claim,Michael Lead,6,Miss
REQ0698,101,Alice Johnson,HR,2024-09-22,2024-09-23,Payroll Issue,Michael Lead,0,Pass
REQ0699,101,Alice Johnson,HR,2024-09-22,2024-10-01,ID Card Replacement,Sarah Supervisor,6,Miss
REQ0700,105,Eve Wilson,HR,2024-09-23,2024-10-01,Access Approval,John Manager,6,Miss
REQ0701,103,Charlie Davis,HR,2024-09-24,2024-09-29,Payroll Issue,Michael Lead,4,Miss
REQ0702,103,Charlie Davis,HR,2024-09-24,2024-10-04,Payroll Issue,John Manager,8,Miss
REQ0703,104,David Brown,HR,2024-09-24,2024-09-28,Access Approval,Michael Lead,4,Miss
REQ0704,104,David Brown,HR,2024-09-25,2024-10-04,Access Approval,Michael Lead,7,Miss
REQ0705,103,Charlie Davis,HR,2024-09-25,2024-09-28,Access Approval,Michael Lead,3,Pass
REQ0706,102,Bob Smith,HR,2024-09-25,2024-09-27,Access Approval,Sarah Supervisor,2,Pass
REQ0707,102,Bob Smith,HR,2024-09-25,2024-09-30,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0708,102,Bob Smith,HR,2024-09-26,2024-10-01,Benefit Claim,John Manager,3,Pass
REQ0709,102,Bob Smith,HR,2024-09-26,2024-09-29,Payroll Issue,Michael Lead,2,Pass
REQ0710,104,David Brown,HR,2024-09-27,2024-10-06,Benefit Claim,Michael Lead,6,Miss
REQ0711,105,Eve Wilson,HR,2024-09-27,2024-10-02,Benefit Claim,Sarah Supervisor,3,Pass
REQ0712,105,Eve Wilson,HR,2024-09-27,2024-10-07,ID Card Replacement,Michael Lead,6,Miss
REQ0713,101,Alice Johnson,HR,2024-09-27,2024-09-28,ID Card Replacement,John Manager,1,Pass
REQ0714,104,David Brown,HR,2024-09-28,2024-10-07,Access Approval,John Manager,5,Miss
REQ0715,104,David Brown,HR,2024-09-28,2024-10-03,Payroll Issue,Michael Lead,3,Pass
REQ0716,101,Alice Johnson,HR,2024-09-28,2024-09-30,Payroll Issue,Michael Lead,0,Pass
REQ0717,102,Bob Smith,HR,2024-09-29,2024-10-06,Access Approval,Sarah Supervisor,5,Miss
REQ0718,105,Eve Wilson,HR,2024-09-29,2024-10-02,Access Approval,Sarah Supervisor,2,Pass
REQ0719,102,Bob Smith,HR,2024-09-29,2024-10-09,Access Approval,Michael Lead,7,Miss
REQ0720,103,Charlie Davis,HR,2024-09-30,2024-10-04,Payroll Issue,John Manager,4,Miss
REQ0721,102,Bob Smith,HR,2024-09-30,2024-10-01,Payroll Issue,Michael Lead,1,Pass
REQ0722,103,Charlie Davis,HR,2024-10-01,2024-10-10,Access Approval,Sarah Supervisor,7,Miss
REQ0723,101,Alice Johnson,HR,2024-10-01,2024-10-06,ID Card Replacement,Michael Lead,4,Miss
REQ0724,101,Alice Johnson,HR,2024-10-01,2024-10-07,Payroll Issue,Sarah Supervisor,4,Miss
REQ0725,101,Alice Johnson,HR,2024-10-01,2024-10-08,Payroll Issue,John Manager,5,Miss
REQ0726,102,Bob Smith,HR,2024-10-01,2024-10-03,Benefit Claim,Michael Lead,2,Pass
REQ0727,102,Bob Smith,HR,2024-10-01,2024-10-05,Payroll Issue,Sarah Supervisor,4,Miss
REQ0728,105,Eve Wilson,HR,2024-10-03,2024-10-06,Benefit Claim,Michael Lead,2,Pass
REQ0729,105,Eve Wilson,HR,2024-10-03,2024-10-12,ID Card Replacement,John Manager,7,Miss
REQ0730,103,Charlie Davis,HR,2024-10-04,2024-10-14,Payroll Issue,John Manager,6,Miss
REQ0731,104,David Brown,HR,2024-10-04,2024-10-08,Payroll Issue,Michael Lead,2,Pass
REQ0732,101,Alice Johnson,HR,2024-10-04,2024-10-09,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0733,105,Eve Wilson,HR,2024-10-04,2024-10-09,Benefit Claim,John Manager,3,Pass
REQ0734,104,David Brown,HR,2024-10-05,2024-10-11,Access Approval,John Manager,4,Miss
REQ0735,103,Charlie Davis,HR,2024-10-05,2024-10-12,Payroll Issue,Sarah Supervisor,5,Miss
REQ0736,105,Eve Wilson,HR,2024-10-06,2024-10-13,Access Approval,Sarah Supervisor,5,Miss
REQ0737,102,Bob Smith,HR,2024-10-06,2024-10-15,Payroll Issue,John Manager,6,Miss
REQ0738,104,David Brown,HR,2024-10-06,2024-10-08,Access Approval,John Manager,1,Pass
REQ0739,103,Charlie Davis,HR,2024-10-07,2024-10-13,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0740,105,Eve Wilson,HR,2024-10-07,2024-10-17,Access Approval,Michael Lead,8,Miss
REQ0741,102,Bob Smith,HR,2024-10-07,2024-10-12,Payroll Issue,Sarah Supervisor,5,Miss
REQ0742,103,Charlie Davis,HR,2024-10-08,2024-10-16,Access Approval,Michael Lead,6,Miss
REQ0743,101,Alice Johnson,HR,2024-10-08,2024-10-11,Benefit Claim,Michael Lead,3,Pass
REQ0744,105,Eve Wilson,HR,2024-10-08,2024-10-15,Access Approval,Sarah Supervisor,5,Miss
REQ0745,104,David Brown,HR,2024-10-08,2024-10-18,Benefit Claim,Michael Lead,8,Miss
REQ0746,103,Charlie Davis,HR,2024-10-08,2024-10-17,Access Approval,Michael Lead,7,Miss
REQ0747,105,Eve Wilson,HR,2024-10-09,2024-10-15,Access Approval,Michael Lead,4,Miss
REQ0748,101,Alice Johnson,HR,2024-10-09,2024-10-15,ID Card Replacement,Michael Lead,4,Miss
REQ0749,105,Eve Wilson,HR,2024-10-10,2024-10-20,Payroll Issue,Sarah Supervisor,7,Miss
REQ0750,102,Bob Smith,HR,2024-10-10,2024-10-14,Access Approval,John Manager,2,Pass
REQ0751,103,Charlie Davis,HR,2024-10-10,2024-10-17,Payroll Issue,Sarah Supervisor,5,Miss
REQ0752,103,Charlie Davis,HR,2024-10-10,2024-10-19,Benefit Claim,John Manager,7,Miss
REQ0753,104,David Brown,HR,2024-10-10,2024-10-20,Payroll Issue,Sarah Supervisor,7,Miss
REQ0754,102,Bob Smith,HR,2024-10-10,2024-10-19,Benefit Claim,John Manager,7,Miss
REQ0755,102,Bob Smith,HR,2024-10-11,2024-10-12,Benefit Claim,John Manager,1,Pass
REQ0756,101,Alice Johnson,HR,2024-10-11,2024-10-12,Payroll Issue,Sarah Supervisor,1,Pass
REQ0757,103,Charlie Davis,HR,2024-10-11,2024-10-17,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0758,101,Alice Johnson,HR,2024-10-13,2024-10-21,ID Card Replacement,John Manager,5,Miss
REQ0759,104,David Brown,HR,2024-10-13,2024-10-17,Access Approval,Michael Lead,3,Pass
REQ0760,102,Bob Smith,HR,2024-10-13,2024-10-22,Payroll Issue,Sarah Supervisor,6,Miss
REQ0761,105,Eve Wilson,HR,2024-10-14,2024-10-16,Payroll Issue,Michael Lead,2,Pass
REQ0762,104,David Brown,HR,2024-10-14,2024-10-19,Payroll Issue,John Manager,5,Miss
REQ0763,102,Bob Smith,HR,2024-10-14,2024-10-18,ID Card Replacement,John Manager,4,Miss
REQ0764,101,Alice Johnson,HR,2024-10-15,2024-10-21,ID Card Replacement,Michael Lead,4,Miss
REQ0765,103,Charlie Davis,HR,2024-10-15,2024-10-25,Access Approval,John Manager,8,Miss
REQ0766,103,Charlie Davis,HR,2024-10-15,2024-10-21,Access Approval,Michael Lead,4,Miss
REQ0767,105,Eve Wilson,HR,2024-10-15,2024-10-19,ID Card Replacement,Michael Lead,4,Miss
REQ0768,103,Charlie Davis,HR,2024-10-15,2024-10-22,Benefit Claim,Sarah Supervisor,5,Miss
REQ0769,103,Charlie Davis,HR,2024-10-16,2024-10-26,Access Approval,John Manager,8,Miss
REQ0770,105,Eve Wilson,HR,2024-10-17,2024-10-24,Payroll Issue,John Manager,5,Miss
REQ0771,105,Eve Wilson,HR,2024-10-17,2024-10-27,ID Card Replacement,Michael Lead,7,Miss
REQ0772,102,Bob Smith,HR,2024-10-18,2024-10-26,Payroll Issue,John Manager,6,Miss
REQ0773,102,Bob Smith,HR,2024-10-18,2024-10-20,Access Approval,Michael Lead,1,Pass
REQ0774,104,David Brown,HR,2024-10-18,2024-10-21,ID Card Replacement,Michael Lead,1,Pass
REQ0775,105,Eve Wilson,HR,2024-10-19,2024-10-21,Access Approval,Michael Lead,0,Pass
REQ0776,101,Alice Johnson,HR,2024-10-19,2024-10-20,Benefit Claim,John Manager,0,Pass
REQ0777,102,Bob Smith,HR,2024-10-19,2024-10-25,Benefit Claim,Michael Lead,4,Miss
REQ0778,104,David Brown,HR,2024-10-19,2024-10-21,Payroll Issue,Sarah Supervisor,0,Pass
REQ0779,104,David Brown,HR,2024-10-19,2024-10-26,Benefit Claim,John Manager,5,Miss
REQ0780,101,Alice Johnson,HR,2024-10-20,2024-10-26,Access Approval,Sarah Supervisor,5,Miss
REQ0781,105,Eve Wilson,HR,2024-10-20,2024-10-23,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0782,105,Eve Wilson,HR,2024-10-20,2024-10-25,Benefit Claim,Michael Lead,4,Miss
REQ0783,103,Charlie Davis,HR,2024-10-21,2024-10-30,ID Card Replacement,John Manager,7,Miss
